Price,Close,High,Low,Open,Volume
Ticker,HEIJM.AS,HEIJM.AS,HEIJM.AS,HEIJM.AS,HEIJM.AS
Date,,,,,
2025-02-10,30.684051513671875,31.25937601642363,30.204613208770752,30.204613208770752,37164
2025-02-11,30.588163375854492,30.63610830351773,30.25255619785978,30.63610830351773,28884
2025-02-12,30.25255584716797,31.4990946893703,30.0128366983666,30.588163021272276,86483
2025-02-13,30.779937744140625,31.403209004302173,30.684051546188382,30.731994645164505,108191
2025-02-14,32.074424743652344,32.17031094573072,30.156671439491653,30.779939068649394,141450
2025-02-17,33.36890411376953,33.416847211005525,32.074422199278345,32.31414134328218,194266
2025-02-18,33.27301788330078,33.46479392986115,32.84152269299592,33.36890407766904,57113
2025-02-19,32.50592041015625,33.46479707526028,32.314144345570604,33.320964112365,103842
2025-02-20,31.978532791137695,33.225075283530174,31.978532791137695,32.55386093943205,146538
2025-02-21,36.43730926513672,36.43730926513672,33.56067958631014,35.0948806185548,586967
2025-02-24,35.286659240722656,36.38936882798627,34.231896411202385,36.149649670565836,191164
2025-02-25,35.9578742980957,36.29347966174828,34.855164689824456,34.855164689824456,98456
2025-02-26,37.348243713378906,37.540019761923475,35.526376738941345,36.14964798225522,132735
2025-02-27,38.06740188598633,38.69066948349281,37.30030133484237,37.30030133484237,177930
2025-02-28,38.738616943359375,38.738616943359375,37.300302012162724,37.875626521511776,161887
2025-03-03,38.8824462890625,39.45777445693513,38.35506487854728,38.35506487854728,173876
2025-03-04,38.355064392089844,39.21805480404146,37.97151228503935,38.355064392089844,116812
2025-03-05,38.40300750732422,39.69749312580139,38.25917821048719,38.7865596145376,115656
2025-03-06,37.15646743774414,38.97833440104695,37.108524340356986,38.83450145106162,154095
2025-03-07,36.341426849365234,37.252356749409955,35.6702124563132,36.58114601418209,102937
2025-03-10,34.61544418334961,36.91674951217311,34.61544418334961,36.58114416155568,117803
2025-03-11,34.90311050415039,35.38254881515343,34.13600628028632,34.80722064725537,106123
2025-03-12,37.39618682861328,37.44412992631596,35.62226660884708,35.670209706549755,138025
2025-03-13,37.15646743774414,37.54001953248911,35.95787171394594,36.14964776131843,67599
2025-03-14,37.6838493347168,37.827682286648965,36.96469189070379,37.15646794067204,64360
2025-03-17,37.63590621948242,38.30712056515262,37.20441102170701,37.77973917134886,51133
2025-03-18,37.77973937988281,37.92356867471924,37.44413037628328,37.82768247816162,55825
2025-03-19,38.498897552490234,38.498897552490234,37.44413108137499,37.683850235107,68104
2025-03-20,38.01945877075195,38.690669466569354,37.3482444171106,38.594783269402285,58379
2025-03-21,37.6838493347168,37.87562538468505,37.06058174459987,37.87562538468505,91003
2025-03-24,38.30712127685547,38.64272662701378,37.77973987325356,37.82768297215846,78717
2025-03-25,39.074222564697266,39.12216566450019,37.7317938232713,38.35506509418137,80317
2025-03-26,39.74543762207031,40.03309988368164,39.26599930011005,39.98515678305044,76219
2025-03-27,39.69749450683594,40.12898607018215,39.265999285665615,39.69749450683594,70567
2025-03-28,38.738616943359375,39.745436663632226,38.49889778815994,39.60160370738295,76560
2025-03-31,37.30030059814453,37.54001974425645,36.293477258215354,36.9167485012359,155980
2025-04-01,37.25235366821289,37.73179195819156,36.82086213349118,37.39618661833604,53384
2025-04-02,36.629085540771484,37.252353113773125,36.053757406665575,37.15646692033405,65454
2025-04-03,36.197593688964844,37.87562783348639,35.52637929959139,35.71815536195869,114149
2025-04-04,33.081241607666016,35.76609526744806,31.97853209094762,35.47843302851138,332072
2025-04-07,33.54150390625,34.90311061592765,28.497812638876226,30.166257747040536,293585
2025-04-08,35.286659240722656,35.67021135572497,34.07847629676627,34.51955866854209,157357
2025-04-09,34.749691009521484,35.401723758894335,33.56068236762585,34.040120687163366,113836
2025-04-10,35.38254928588867,39.6207822557861,35.094883369200474,39.6207822557861,224949
2025-04-11,35.72774124145508,36.188005237807495,34.78804259306493,36.05375943847403,76968
2025-04-14,37.894805908203125,37.894805908203125,36.130472713726036,36.514024839500074,105719
2025-04-15,38.98792266845703,38.98792266845703,37.79891406712283,38.00986809102663,118990
2025-04-16,40.1002197265625,40.1002197265625,38.41259849445146,38.50848469277376,193786
2025-04-17,38.2400016784668,39.9851568820992,37.952339416142884,39.9851568820992,220906
2025-04-22,38.47999954223633,38.7599983215332,36.7599983215332,37.959999084472656,125281
2025-04-23,40.0,40.0,38.720001220703125,39.0,122788
2025-04-24,40.220001220703125,40.400001525878906,39.439998626708984,40.099998474121094,63958
2025-04-25,43.7599983215332,44.459999084472656,40.18000030517578,40.41999816894531,445528
2025-04-28,44.47999954223633,44.86000061035156,43.68000030517578,44.0,119502
2025-04-29,44.959999084472656,45.47999954223633,44.36000061035156,44.63999938964844,106753
2025-04-30,45.060001373291016,45.15999984741211,43.7599983215332,45.08000183105469,137584
2025-05-02,46.36000061035156,46.52000045776367,44.560001373291016,45.20000076293945,141046
2025-05-05,47.15999984741211,47.34000015258789,45.779998779296875,46.36000061035156,93433
2025-05-06,47.5,47.5,45.939998626708984,47.15999984741211,90963
2025-05-07,48.040000915527344,48.119998931884766,46.86000061035156,47.540000915527344,72124
2025-05-08,49.2400016784668,49.2400016784668,48.02000045776367,48.47999954223633,101307
2025-05-09,48.880001068115234,49.29999923706055,48.439998626708984,49.099998474121094,115550
2025-05-12,48.619998931884766,49.29999923706055,47.91999816894531,49.15999984741211,99318
2025-05-13,49.2599983215332,49.279998779296875,48.380001068115234,48.52000045776367,92297
2025-05-14,50.04999923706055,50.25,49.20000076293945,49.34000015258789,77661
2025-05-15,50.45000076293945,50.5,49.65999984741211,50.0,62907
2025-05-16,50.95000076293945,51.349998474121094,50.349998474121094,50.54999923706055,80916
2025-05-19,51.79999923706055,51.849998474121094,50.29999923706055,50.650001525878906,76284
2025-05-20,51.95000076293945,52.349998474121094,51.29999923706055,51.79999923706055,68425
2025-05-21,50.95000076293945,52.54999923706055,50.75,52.0,81707
2025-05-22,52.29999923706055,52.400001525878906,50.650001525878906,50.79999923706055,77139
2025-05-23,52.29999923706055,53.04999923706055,51.0,52.400001525878906,90322
2025-05-26,52.95000076293945,53.5,52.54999923706055,52.54999923706055,55697
2025-05-27,53.45000076293945,53.599998474121094,52.599998474121094,52.79999923706055,49545
2025-05-28,53.20000076293945,53.650001525878906,52.79999923706055,53.099998474121094,56110
2025-05-29,53.849998474121094,54.29999923706055,53.0,53.75,71054
2025-05-30,56.0,56.04999923706055,53.95000076293945,54.0,144242
2025-06-02,58.0,58.400001525878906,55.400001525878906,55.75,113425
2025-06-03,57.900001525878906,58.599998474121094,57.29999923706055,58.0,66297
2025-06-04,56.0,58.54999923706055,51.849998474121094,55.5,369981
2025-06-05,55.29999923706055,57.150001525878906,54.099998474121094,55.54999923706055,210157
2025-06-06,54.95000076293945,55.95000076293945,54.650001525878906,55.099998474121094,64520
2025-06-09,55.400001525878906,55.95000076293945,54.349998474121094,54.54999923706055,60770
2025-06-10,55.5,56.25,54.75,55.29999923706055,70112
2025-06-11,56.650001525878906,56.849998474121094,54.54999923706055,55.20000076293945,76504
2025-06-12,56.45000076293945,57.099998474121094,55.95000076293945,56.75,53458
2025-06-13,55.650001525878906,56.099998474121094,55.150001525878906,56.04999923706055,58573
2025-06-16,55.79999923706055,56.79999923706055,55.70000076293945,55.79999923706055,47895
2025-06-17,55.349998474121094,55.900001525878906,55.04999923706055,55.650001525878906,40030
2025-06-18,54.79999923706055,55.599998474121094,54.25,55.150001525878906,46076
2025-06-19,52.599998474121094,55.150001525878906,52.349998474121094,54.849998474121094,66971
2025-06-20,52.599998474121094,53.75,52.349998474121094,52.650001525878906,73201
2025-06-23,52.20000076293945,53.150001525878906,51.900001525878906,52.400001525878906,67229
2025-06-24,51.650001525878906,53.04999923706055,51.400001525878906,52.900001525878906,64296
2025-06-25,50.54999923706055,52.20000076293945,50.54999923706055,51.5,101425
2025-06-26,53.0,53.0,50.349998474121094,50.599998474121094,78518
2025-06-27,54.25,54.95000076293945,52.95000076293945,53.45000076293945,65878
2025-06-30,54.95000076293945,55.150001525878906,54.099998474121094,54.70000076293945,58246
2025-07-01,52.849998474121094,55.0,52.54999923706055,55.0,65844
2025-07-02,52.150001525878906,53.25,51.75,53.0,48322
2025-07-03,52.349998474121094,52.70000076293945,52.04999923706055,52.599998474121094,25802
2025-07-04,51.95000076293945,52.54999923706055,51.70000076293945,52.0,26977
2025-07-07,53.099998474121094,54.0,51.650001525878906,51.650001525878906,53009
2025-07-08,54.20000076293945,54.70000076293945,53.099998474121094,53.099998474121094,65057
2025-07-09,55.5,55.5,54.150001525878906,54.650001525878906,59661
