Price,Close,High,Low,Open,Volume
Ticker,EBUS.AS,EBUS.AS,EBUS.AS,EBUS.AS,EBUS.AS
Date,,,,,
2025-02-10,0.7831000089645386,0.792900025844574,0.7699999809265137,0.7799999713897705,547984
2025-02-11,0.7549999952316284,0.7889999747276306,0.7549999952316284,0.7889999747276306,553491
2025-02-12,0.6380000114440918,0.7549999952316284,0.6200000047683716,0.7549999952316284,2411830
2025-02-13,0.6700000166893005,0.6890000104904175,0.6349999904632568,0.6380000114440918,1464491
2025-02-14,0.6685000061988831,0.675000011920929,0.6403999924659729,0.670199990272522,727539
2025-02-17,0.6646000146865845,0.6890000104904175,0.640999972820282,0.6690000295639038,685644
2025-02-18,0.6499999761581421,0.6800000071525574,0.6499999761581421,0.675000011920929,550896
2025-02-19,0.5789999961853027,0.6662999987602234,0.5789999961853027,0.6549999713897705,1525528
2025-02-20,0.6263999938964844,0.6287999749183655,0.5699999928474426,0.5701000094413757,1708848
2025-02-21,0.5949000120162964,0.6299999952316284,0.5910000205039978,0.6299999952316284,704018
2025-02-24,0.6187000274658203,0.6310999989509583,0.5640000104904175,0.6110000014305115,2853489
2025-02-25,0.6007999777793884,0.6299999952316284,0.5910000205039978,0.625,1050369
2025-02-26,0.5964000225067139,0.6139000058174133,0.5699999928474426,0.5989000201225281,1538131
2025-02-27,0.5699999928474426,0.6098999977111816,0.569100022315979,0.6098999977111816,1084533
2025-02-28,0.5770000219345093,0.5849000215530396,0.5630000233650208,0.5712000131607056,628266
2025-03-03,0.5519999861717224,0.5699999928474426,0.550000011920929,0.5600000023841858,903027
2025-03-04,0.5170000195503235,0.550000011920929,0.5020999908447266,0.550000011920929,970199
2025-03-05,0.5339999794960022,0.550000011920929,0.5149999856948853,0.5245000123977661,759428
2025-03-06,0.5616000294685364,0.5698999762535095,0.5400999784469604,0.5485000014305115,658499
2025-03-07,0.5860000252723694,0.5979999899864197,0.5443000197410583,0.5600000023841858,497841
2025-03-10,0.5519000291824341,0.5842000246047974,0.5400000214576721,0.5842000246047974,594464
2025-03-11,0.550000011920929,0.5692999958992004,0.5404000282287598,0.5475000143051147,459481
2025-03-12,0.5519999861717224,0.5609999895095825,0.5440000295639038,0.5475999712944031,194251
2025-03-13,0.5339999794960022,0.5526000261306763,0.5299999713897705,0.550000011920929,643745
2025-03-14,0.5210000276565552,0.5400000214576721,0.5203999876976013,0.5299999713897705,830602
2025-03-17,0.531499981880188,0.5400000214576721,0.5202000141143799,0.5239999890327454,732548
2025-03-18,0.5212000012397766,0.5450000166893005,0.5149999856948853,0.5400000214576721,778321
2025-03-19,0.5199999809265137,0.527999997138977,0.5099999904632568,0.527999997138977,392867
2025-03-20,0.51419997215271,0.521399974822998,0.5069000124931335,0.5189999938011169,309271
2025-03-21,0.4950000047683716,0.5189999938011169,0.4909999966621399,0.5189999938011169,696844
2025-03-24,0.5090000033378601,0.515999972820282,0.5005000233650208,0.5099999904632568,454969
2025-03-25,0.5370000004768372,0.5400000214576721,0.5099999904632568,0.5149999856948853,1355973
2025-03-26,0.5170000195503235,0.5450000166893005,0.5101000070571899,0.5350000262260437,755079
2025-03-27,0.5080000162124634,0.5400000214576721,0.5054000020027161,0.5400000214576721,402046
2025-03-28,0.48170000314712524,0.515999972820282,0.48170000314712524,0.515999972820282,527256
2025-03-31,0.46860000491142273,0.48399999737739563,0.4648999869823456,0.48399999737739563,395546
2025-04-01,0.4372999966144562,0.475600004196167,0.4341000020503998,0.4659999907016754,680055
2025-04-02,0.4300000071525574,0.44190001487731934,0.4259999990463257,0.4399999976158142,597342
2025-04-03,0.4099999964237213,0.4399999976158142,0.4000999927520752,0.41999998688697815,851137
2025-04-04,0.39800000190734863,0.4142000079154968,0.36910000443458557,0.4142000079154968,1142459
2025-04-07,0.4156000018119812,0.4244000017642975,0.367000013589859,0.38600000739097595,1341341
2025-04-08,0.4230000078678131,0.4381999969482422,0.4050999879837036,0.4381999969482422,795012
2025-04-09,0.3984000086784363,0.42500001192092896,0.3862000107765198,0.42500001192092896,895230
2025-04-10,0.36399999260902405,0.41999998688697815,0.3614000082015991,0.41999998688697815,650329
2025-04-11,0.3569999933242798,0.39800000190734863,0.3463999927043915,0.39800000190734863,808167
2025-04-14,0.3601999878883362,0.37619999051094055,0.3529999852180481,0.36000001430511475,420077
2025-04-15,0.35740000009536743,0.3700000047683716,0.35600000619888306,0.3700000047683716,405234
2025-04-16,0.32899999618530273,0.36000001430511475,0.3240000009536743,0.36000001430511475,707535
2025-04-17,0.35600000619888306,0.3578000068664551,0.3240000009536743,0.32600000500679016,917090
2025-04-22,0.3571999967098236,0.39480000734329224,0.3452000021934509,0.3612000048160553,1143656
2025-04-23,0.5419999957084656,0.5600000023841858,0.3580000102519989,0.36000001430511475,3809422
2025-04-24,0.5080000162124634,0.5699999928474426,0.46700000762939453,0.5554999709129333,2317718
2025-04-25,0.6485000252723694,0.6980000138282776,0.5099999904632568,0.5099999904632568,5285380
2025-04-28,0.5920000076293945,0.6679999828338623,0.5910000205039978,0.6604999899864197,2021615
2025-04-29,0.5864999890327454,0.6200000047683716,0.5699999928474426,0.593999981880188,1085466
2025-04-30,0.29899999499320984,0.30720001459121704,0.14000000059604645,0.15000000596046448,7019177
2025-05-02,0.23000000417232513,0.28999999165534973,0.23000000417232513,0.28600001335144043,4800773
2025-05-05,0.23819999396800995,0.2720000147819519,0.22220000624656677,0.22699999809265137,4005625
2025-05-06,0.3330000042915344,0.37439998984336853,0.3125999867916107,0.37439998984336853,5251179
2025-05-07,0.3124000132083893,0.321399986743927,0.30000001192092896,0.32100000977516174,1980691
2025-05-08,0.421999990940094,0.4300000071525574,0.3199999928474426,0.33480000495910645,7121324
2025-05-09,0.4244000017642975,0.5400000214576721,0.41440001130104065,0.4189999997615814,6532607
2025-05-12,0.4259999990463257,0.44440001249313354,0.4004000127315521,0.4399999976158142,1921609
