Price,Close,High,Low,Open,Volume
Ticker,FAST.AS,FAST.AS,FAST.AS,FAST.AS,FAST.AS
Date,,,,,
2025-02-10,20.399999618530273,20.5,20.200000762939453,20.299999237060547,22873
2025-02-11,20.399999618530273,20.600000381469727,20.100000381469727,20.600000381469727,21041
2025-02-12,20.100000381469727,20.549999237060547,20.0,20.299999237060547,19078
2025-02-13,19.81999969482422,20.25,19.760000228881836,20.25,21998
2025-02-14,19.899999618530273,20.549999237060547,19.799999237060547,19.860000610351562,30627
2025-02-17,20.100000381469727,20.100000381469727,19.600000381469727,19.940000534057617,26768
2025-02-18,20.0,20.450000762939453,19.719999313354492,20.100000381469727,21000
2025-02-19,19.760000228881836,20.049999237060547,19.700000762939453,19.979999542236328,21847
2025-02-20,19.979999542236328,20.25,19.799999237060547,19.799999237060547,20111
2025-02-21,19.899999618530273,20.649999618530273,19.8799991607666,20.049999237060547,13396
2025-02-24,20.200000762939453,20.350000381469727,19.780000686645508,20.350000381469727,14909
2025-02-25,19.84000015258789,20.25,19.799999237060547,20.25,25933
2025-02-26,20.100000381469727,20.299999237060547,19.860000610351562,19.940000534057617,13929
2025-02-27,19.940000534057617,20.100000381469727,19.84000015258789,20.100000381469727,11157
2025-02-28,19.899999618530273,20.0,19.559999465942383,20.0,14705
2025-03-03,19.899999618530273,20.100000381469727,19.799999237060547,20.0,16944
2025-03-04,18.959999084472656,19.700000762939453,18.780000686645508,19.700000762939453,29696
2025-03-05,19.299999237060547,19.520000457763672,19.040000915527344,19.040000915527344,19324
2025-03-06,19.84000015258789,19.899999618530273,19.440000534057617,19.440000534057617,12647
2025-03-07,19.700000762939453,19.84000015258789,19.520000457763672,19.739999771118164,7791
2025-03-10,19.0,19.860000610351562,19.0,19.799999237060547,9970
2025-03-11,18.719999313354492,19.1200008392334,18.559999465942383,19.0,19337
2025-03-12,18.860000610351562,19.1200008392334,18.84000015258789,18.84000015258789,16476
2025-03-13,18.719999313354492,18.860000610351562,18.540000915527344,18.84000015258789,8488
2025-03-14,19.18000030517578,19.299999237060547,18.639999389648438,18.639999389648438,15636
2025-03-17,19.600000381469727,19.65999984741211,19.239999771118164,19.31999969482422,12628
2025-03-18,19.899999618530273,20.0,19.600000381469727,19.700000762939453,15723
2025-03-19,20.25,20.299999237060547,19.799999237060547,20.0,26121
2025-03-20,20.299999237060547,20.649999618530273,19.920000076293945,20.049999237060547,38875
2025-03-21,20.299999237060547,20.299999237060547,20.0,20.100000381469727,10677
2025-03-24,20.0,20.299999237060547,19.899999618530273,20.299999237060547,11778
2025-03-25,20.049999237060547,20.299999237060547,19.899999618530273,20.149999618530273,7663
2025-03-26,19.780000686645508,20.0,19.700000762939453,20.0,9752
2025-03-27,19.200000762939453,19.780000686645508,18.760000228881836,19.780000686645508,23656
2025-03-28,18.899999618530273,19.3799991607666,18.84000015258789,19.15999984741211,17476
2025-03-31,17.940000534057617,19.079999923706055,17.899999618530273,18.760000228881836,30186
2025-04-01,18.079999923706055,18.420000076293945,17.719999313354492,18.020000457763672,7387
2025-04-02,18.399999618530273,18.399999618530273,17.81999969482422,18.0,16890
2025-04-03,17.780000686645508,18.440000534057617,17.780000686645508,18.079999923706055,16104
2025-04-04,16.600000381469727,17.520000457763672,16.34000015258789,17.5,50734
2025-04-07,17.040000915527344,17.739999771118164,15.34000015258789,15.34000015258789,62910
2025-04-08,18.18000030517578,18.299999237060547,17.5,17.559999465942383,21425
2025-04-09,17.559999465942383,17.899999618530273,17.420000076293945,17.860000610351562,13826
2025-04-10,18.040000915527344,18.8799991607666,18.040000915527344,18.639999389648438,18547
2025-04-11,18.399999618530273,18.459999084472656,17.899999618530273,18.260000228881836,7066
2025-04-14,18.719999313354492,18.780000686645508,18.420000076293945,18.760000228881836,8235
2025-04-15,19.059999465942383,19.15999984741211,18.600000381469727,18.700000762939453,17681
